product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
Frozen Peas With Carrot		United States	a	52.0	0.0	0.0	10.0	0.0	3.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Frozen Spinach		United States	a	24.0	0.0	0.0	4.0	1.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
6 white pittas		United Kingdom	a	275.0	1.0	0.2	54.9	1.8	9.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sliced Bread white	en:gluten,en:soybeans	United Kingdom	a	246.0	2.6	0.0	46.4	3.6	8.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 100g)		United States	c	300.0	0.0	0.0	33.333333333333	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Crispy Oats Cereal Cranberry		United Kingdom	c	417.77777777778	9.5555555555556	2.8888888888889	75.555555555556	21.111111111111	6.2222222222222	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Crazy corn blend		United States	a	82.0	0.59	0.0	18.82	3.53	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Fine Gourmet Dried Mushrooms		United States	a	300.0	0.0	0.0	80.0	0.0	10.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Western hearth whole wheat	en:gluten	United States	b	289.0	3.33	0.0	53.3	8.89	13.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 sweet & juicy		United States	a	53.0	0.0	0.0	14.04	10.53	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Co Yo Organic Coconut Yogurt		United Kingdom	c	235.0	23.0	20.0	3.9	3.3	1.9	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Brainiac Mega Apple		United States	unknown	0.05	0.556		13.3	12.2	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Horseradish & Cream Sauce		United States	c	300.0	30.0	0.0	20.0	0.0	0.0	condiments	sauces	groceries
Hot sesame oil		United States	c	800.0	93.333333333333	13.333333333333	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sprouted Sourdough English Muffins	en:gluten	United States	a	224.48979591837	0.0	0.0	46.938775510204	0.0	8.1632653061224	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chopped Leaf Kale		United States	a	30.0	0.0	0.0	3.61	0.0	2.41	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Steakhouse green beans		United States	a	27.0	0.0	0.0	3.54	1.77	1.77	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Herbed spring medley	en:milk	United States	a	62.0	2.21	1.33	9.73	1.77	1.77	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 red peppers & edamame in a coconut miso sauce	en:gluten,en:soybeans	United States	a	88.0	1.33	0.0	16.81	1.77	3.54	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Mandarin Oranges Asian Style Sauce		United States	d	167.0	0.0	0.0	38.89	33.33	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Cut Turnips		United States	a	35.0	0.0	0.0	8.24	4.71	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Steamready riced cauliflower		United States	a	24.0	0.0	0.0	4.71	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Enriched Macaroni Product		United States	a	375.0	1.79	0.0	73.21	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 cilantro jalapeno		United States	a	267.0	26.67	1.67	6.67	0.0	6.67	plant-based-foods-and-beverages	plant-based-foods	condiments
 blueberry balsamic		United States		167.0	0.0		40.0	36.67	0.0	condiments	sauces	groceries
Hot pot rice cake		United Kingdom	c	233.0	0.0	0.0	52.2	26.1	4.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
fermented soy bean paste		United Kingdom	not-applicable	480.0	39.2	2.3	22.0	0.8	1.1	plant-based-foods-and-beverages	plant-based-foods	condiments
Instant Noodle Artificial Stew Pork Flavor	en:gluten,en:soybeans	United States		463.0	20.4	8.85	61.9	7.08	8.85	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Isntant noodles beef	en:gluten,en:soybeans	United States		459.45945945946	22.522522522523	9.009009009009	57.657657657658	0.9009009009009	7.2072072072072	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Big red jujube		United Kingdom	a	282.0	0.6	0.1	65.5	8.0	2.1	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Prophase Kelp Slices		United States	d	187.9	0.9	0.0	33.3	0.0	11.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Curry Powder		United States	b	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 Chinese Prickiy Ash Powder		United States	a	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Bai Jia Spicy Fei-chang Flavor Instant Potato Thread 108G		United Kingdom	unknown	386.0	11.9	2.1	68.3	0.4	1.36	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
TALLARINES DE TRIGO SABOR A TERNERA	en:soybeans,en:sulphur-dioxide-and-sulphites	United Kingdom	unknown	386.0	8.9	0.0	65.3	9.8	10.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Jinshahe shaved Noodles		United Kingdom	unknown	362.0	2.0	0.0	73.8	4.5	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
White Sesame		United Kingdom	d	598.4	49.0	23.4	26.5	2.4	14.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hulled broken sweet corn		United States	a	356.0	3.33	0.0	64.44	6.67	6.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Lanzhou style noodles	en:gluten	United States	a	340.0	1.0	1.0	70.0	0.0	12.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Raspeballer		United Kingdom	unknown	330.0	2.1	0.6	67.7		10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 herb & garlic		United States	d	357.0	14.29	7.14	50.0	0.0	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pizza Mexican		United Kingdom	b	192.0	7.4	1.8	33.0	1.7	5.7	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Plante basert deig		United Kingdom	c	191.0	10.0	6.5	7.2	1.2	16.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Peanut Noodles	en:peanuts,en:soybeans	United States	d	459.0	13.51	6.08	77.03	17.57	6.76	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 apple crunchies		United States	d	394.0	3.03	0.0	87.88	45.45	3.03	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Snow Cone Syrup Blue Raspberry		United States	c	84.459459459459	0.0	0.0	23.648648648649	23.648648648649	0.0	sweeteners	syrups	simple-syrups
 Whole Wheat Bread		United States	b	250.0	2.5	0.0	52.5	7.5	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole Grain Hot Dog Buns		United States	a	239.0	1.09	0.0	47.83	10.87	8.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 cocoa crisps		United States	e	414.0	3.45	3.45	89.66	44.83	3.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
frozen blueberries		United States		35.714285714286	0.71428571428571	0.71428571428571	8.5714285714286	5.7142857142857	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic Wheat Bagels		United States	c	283.0	1.09	0.0	57.61	10.87	9.78	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Original favour block		United Kingdom	e	270.0	21.0	19.0	21.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Baby zucchini squash ready veggies		United States	a	24.0	0.0	0.0	3.53	2.35	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Baby squash medley ready veggies		United States	a	18.0	0.0	0.0	3.53	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
French beans ready veggies		United States	a	29.0	0.0	0.0	5.88	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Sugar snap peas ready veggies		United States	a	53.0	0.0	0.0	10.59	5.88	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Snow peas ready veggies		United States	a	41.0	0.0	0.0	7.06	3.53	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Brussels sprouts ready veggies		United States	a	41.0	0.0	0.0	9.41	2.35	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Trimmed medium asparagus ready veggies		United States	a	24.0	0.0	0.0	4.71	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 baby vegetable medley		United States	a	41.0	0.0	0.0	9.41	4.71	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Mixed beans ready veggies		United States	a	29.0	0.0	0.0	7.06	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ready veggies oriental style sweet mix		United States	a	41.0	0.0	0.0	7.06	2.35	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Sweet potato sticks ready veggies		United States	a	82.0	0.0	0.0	17.65	5.88	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Bean blend ready veggies		United States	a	24.0	0.0	0.0	4.71	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Whole grain white sandwich flats		United States	a	222.0	3.33	0.0	46.67	4.44	8.89	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Multigrain sandwich flats		United States	a	222.0	3.33	0.0	46.67	4.44	8.89	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Petite Peas & Baby Carrots		United States	a	57.0	0.0	0.0	11.49	4.6	3.45	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Myjool		United Kingdom	c	270.0	0.5	0.1	68.0	68.0	3.3	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Hummus Garlic + Red Pepper		United Kingdom	c	345.0	31.0	3.1	9.0	3.0	6.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Super soft TORTILLA PLAIN FLOUR		United Kingdom	d	284.0	4.5	0.4	52.0	1.5	7.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Super soft medium tortilla with while wheat	en:gluten	United Kingdom	b	280.0	5.5	1.5	47.0	2.4	8.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Latin American Kitchen Hot Salsa		United Kingdom	c	44.0	0.0	0.0	7.9	7.6	1.5	condiments	sauces	groceries
7 Sprouted Grain English Muffins		United States	unknown	211.0	2.63		42.1	0.0	10.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Potato unsweetened		United Kingdom	d	38.0	3.0	0.2	1.4	0.0	1.3	plant-based-foods-and-beverages	beverages	dairy-substitutes
Creamy oat fraiche		United Kingdom	c	177.0	15.0	7.0	8.9	4.0	1.0	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Oatgurt Blueberry		United Kingdom	unknown	101.0	3.3	0.3	16.0	9.0	1.3	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Oatgurt greek style		United Kingdom	a	145.0	10.0	0.8	10.0	4.1	3.3	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Creamy Oat Spread Tomato & Basil		United Kingdom	d	223.0	19.0	7.1	9.6	3.7	3.0	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Golden flax sprouted crunchy cereal		United States	a	333.33333333333	5.2631578947368	0.0	61.40350877193	1.7543859649123	14.035087719298	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole French Beans		United States	a	29.0	0.0	0.0	7.06	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Whole broccoli florets		United States	a	35.0	0.0	0.0	5.88	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Papaya & Pineapple		United States	a	53.0	0.0	0.0	12.67	8.67	0.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Hand Harvested A& Hand Cut Pineapple Bananas & Straberries		United States	a	60.0	0.0	0.0	14.0	10.67	0.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Strawberries & Pineapple		United States	a	47.0	0.0	0.0	10.67	7.33	1.33	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Hand-Harvested & Hand-Cut Broccoli Florets		United States	a	29.0	0.0	0.0	4.71	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Shelled English Peas		United States	a	94.0	0.0	0.0	16.47	7.06	5.88	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Jalisco hot sauce		United States	d	0.0	0.0	0.0	20.0	20.0	0.0	condiments	sauces	groceries
Prepared Tomato Paste		United States	c	109.0	0.0	0.0	18.18	13.64	4.55	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 ranchera tomato sauce		United States	c	72.0	2.4	0.0	10.4	8.0	1.6	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 creole sauce		United States	c	80.0	4.0	2.0	11.2	8.0	0.8	condiments	sauces	groceries
 refried red silk beans		United States	a	123.0	3.85	1.54	16.15	0.77	6.92	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 parboiled rice		United States	b	378.0	0.0	0.0	84.44	0.0	6.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 original		United States	d	357.0	0.0	0.0	78.57	0.0	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Country Style Baked Beans With Brown Sugar And Bacon		United States	b	123.0	0.77	0.0	24.62	10.77	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Pan De Yema Sweet Bread		United States	e	486.0	17.14	8.57	62.86	14.29	8.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Korean Pickled Garlic		United Kingdom	c	95.0	0.5	0.1	18.0	11.0	4.8	plant-based-foods-and-beverages	plant-based-foods	condiments
Spicy Vegetable Salsa Seasoning Sauce		United States	d	19.0	0.0	0.0	20.0	15.0	1.5	condiments	sauces	groceries
Yuca Congelada		United States	b	169.0	0.88	0.26	38.6	0.0	1.75	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Frozen yuca		United States	b	168.0	1.14	0.26	38.6	0.44	1.23	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Constanza ajo en pasta		United States	d	157.1429	0.0	0.0	28.5714	0.0	0.0	condiments	sauces	groceries
Yucatan seasoning		United Kingdom	not-applicable	313.0	8.7	1.0	38.6	8.5	12.2	plant-based-foods-and-beverages	plant-based-foods	condiments
Smoky Chipotle Black Pepper & Allspice Seasoning		United Kingdom	not-applicable	287.0	8.6	1.6	30.4	5.8	12.9	plant-based-foods-and-beverages	plant-based-foods	condiments
Sal de Mar en Grano		United States		0.0	0.0		0.0		0.0	condiments	coarse-sea-salt	groceries
Ground Chipotle		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 ground jalapeno		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Chopped Epazote		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 chopped cilantro leaves		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Minced Chile De Arbol		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Oaxacan Black Mole		United States	c	378.0	21.62	4.05	43.24	29.73	5.41	condiments	sauces	groceries
 Oaxacan Red Mole		United States	c	405.0	27.03	6.76	35.14	8.11	5.41	condiments	sauces	groceries
Glacs		United States	d	400.0	1.25	0.0	90.0	30.0	5.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Arroz Inflado Con Sabor A Chocolate Cereal		United States	d	400.0	3.33	0.0	86.67	33.33	3.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Salsa Encino		United States	d	80.0	0.0	0.0	20.0	20.0	0.0	condiments	sauces	groceries
Apiario Reyna HONEY BEE LIQUID	zh:May contain bee pollen	United States	d	348.0	0.0	0.0	87.0	80.0	0.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hot Red Salsa		United States	c	80.0	1.0	0.0	2.0	0.0	1.0	condiments	sauces	groceries
Hawthorn Tejocote		United States	a	106.0	0.0	0.0	24.24	16.67	1.52	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Premium Gold Pineapple		United States	a	62.0	0.0	0.0	15.18	11.61	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Red hot sauce		United States	c	20.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
El Ebano Green Hot Sauce		United States	b	20.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
Christmas punch ponche navideno		United States	a	160.0	0.0	0.0	40.0	4.0	1.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Naturello muffins		United Kingdom	c	342.0	2.0	0.3	73.0	40.0	8.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Natural sugared strawberries		United States	b	80.0	1.33	0.44	17.7	6.19	0.88	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Teloloapan red mole paste	en:gluten,en:peanuts,en:sesame-seeds	United States	e	533.0	30.0	5.0	50.83	50.0	6.67	condiments	sauces	groceries
Vanilla Concentrate		United States	not-applicable	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Sweet n'sour chili powder		United States		344.0	0.0		88.89	55.56	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Red mole paste	en:peanuts,en:sesame-seeds	United States	e	540.0	34.0	11.0	56.0	19.0	6.0	condiments	sauces	groceries
Black mole paste	en:nuts,en:sesame-seeds	United States	e	418.0	12.73	2.73	69.09	32.73	7.27	condiments	sauces	groceries
Red Habanero Hot Sauce		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
Habanero hot sauce mango		United States	b	50.0	0.0	0.0	13.0	7.0	0.0	condiments	sauces	groceries
Premium Pineapples		United States	a	62.0	0.0	0.0	15.18	11.61	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Diced cactus nopalitos		United States	a	16.0	0.0	0.0	3.54	0.88	1.77	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
peanut butter with cocoa		United States	d	593.75	50.0	18.75	28.125	12.5	15.625	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
